Género,Título,Adivinanza 2,Artista,Spotify
Pop Anglo,Feel So Close - Radio Edit,La sensación que te invade cuando estás cerca de alguien especial.,Calvin Harris,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc
Pop Anglo,Feeling Good,Un estado de ánimo positivo y una expresión de bienestar al inicios de un día.,Michael Bublé,https://open.spotify.com/track/6lRU3pKjNnSI9svHzznkC6
Urbana,Felices los 4,"Cuando la alegría se multiplica por cuatro, nada puede detener la celebración.",Maluma,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
Urbana,Felices los 4 (feat. Marc Anthony) - Salsa Version,"Un estado de alegría compartido, incluso cuando hay despedidas, el número cuatro nos acompaña.","Maluma, Marc Anthony",https://open.spotify.com/track/6PNG5G1v7pU74I13KkvAIo
Urbana,Felina,Mujer salvaje que caza sentimientos en la noche.,Hector & Tito,https://open.spotify.com/track/7q3LolFezXFZttcirStxsD
Urbana,Feliz Cumpleaños Ferxxo,Un día especial para celebrar la llegada al mundo de alguien querido.,Feid,https://open.spotify.com/track/2CeKVsFFXG4QzA415QygGb
Banda,Fiebre de Amor,Un intenso ardor que se siente por alguien especial en el corazón.,Darío Gómez,https://open.spotify.com/track/1NPKkElRuPSFFEaFIxEb6L
Urbana,Final feliz,"Un desenlace que trae alegría, donde todo termina de la mejor manera posible.",KAROL G,https://open.spotify.com/track/3Oiirh2007ZHkNQtzEI1vH
Pop Anglo,Finesse - Remix; feat. Cardi B,"Un toque especial que realza lo bueno, lo que le da un brillo extra a la fiesta.","Bruno Mars, Cardi B",https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
Pop Anglo,Fix You,Reparar a alguien significa ofrecer solución en sus momentos más oscuros.,Coldplay,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
Pop Latino,Flaca,"Delgada en su ser, pero llena de historias que a veces no se ven.",Andrés Calamaro,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED
Plancha,Flor Dormida,"Una planta que se ha entregado al sueño profundo, esperando el despertar de un nuevo amanecer.",Luis Angel,https://open.spotify.com/track/5qXJCO7OaOSj5OB46kOE4w
Tropical,Flor Pálida,"Una planta con pétalos tenues, que puede simbolizar delicadeza o tristeza.",Marc Anthony,https://open.spotify.com/track/47TyfLrGhYHHyyQWk64d0M
Urbana,Flow Gangsteril,La actitud de un mafioso que deslumbra en cada paso y con ritmo avanza.,Daddy Yankee,https://open.spotify.com/track/56Wm4FC8snVRpF6vYseJ9A
Pop Anglo,Fly As Me,"Levita junto a mí, como un pájaro en el aire, sintiendo la libertad.","Bruno Mars, Anderson .Paak, Silk Sonic",https://open.spotify.com/track/7GuP2hQO9oprADjY3gRhCT
Pop Anglo,Fool For You,"Engañado por el cariño, cuando piensas que todo es perfecto pero te atrapan los sentimientos.",Snoh Aalegra,https://open.spotify.com/track/0GGSPe4DC0qkKyFb9Erao5
Urbana,For u My lova,"Para ti, mi cariño, un tributo de devoción en forma de melodía.",KAROL G,https://open.spotify.com/track/1K17D7gMrxJDz3EA7W0Q72
Pop Anglo,FourFiveSeconds,"Un par de horas más tres, en un momento crucial de decisiones.","Rihanna, Kanye West, Paul McCartney",https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y
Tropical,Fracaso,Un desenlace que no cumple las expectativas.,Juan Carlos Coronel,https://open.spotify.com/track/32tsyB8clEHUhbAqNzyzGL
Pop Anglo,Free Fall (feat. J. Cole),"Una caída sin restricciones, donde la gravedad no tiene control sobre ti.","Tems, J. Cole",https://open.spotify.com/track/3cuUZnjDwk4cUJCFinYbAC
Pop Latino,Frente a Frente,"Una posición de confrontación, donde dos miradas se cruzan de manera intensa.",Jeanette,https://open.spotify.com/track/38sK8PSXXgZMLZujwgvNUH
Urbana,frente al mar,Observa el horizonte donde el océano se encuentra con el cielo.,Beéle,https://open.spotify.com/track/60u6hcpH5Qm1M3xESdNBrB
Plancha,Fresa Salvaje,"Fruto dulce y rojo, que a veces se encuentra en estado natural, en prados lejanos.",Camilo Sesto,https://open.spotify.com/track/6yz1evbd2fnW6ledxf2R0D
Tropical,Fria,"Temperaturas que descienden, donde el calor del cariño ya no está presente.",Sergio Vargas,https://open.spotify.com/track/2Nfvdsj11PjSpHIKiTuc8Q
Pop Anglo,Friends (with BloodPop®),"Aliados en la vida, pero en este caso, no se trata de amor.","Justin Bieber, BloodPop®",https://open.spotify.com/track/7iNIg7XDEaYECfWD5dJ9Va
Urbana,FRIKI,Una persona que es un poco excéntrica o que se sale de lo común.,"Feid, KAROL G",https://open.spotify.com/track/2WrqTrNIHqfcMCgmEo0A7E
Tropical,Frío en Mí,"Una sensación helada adentro, como si el clima se metiera en tu interior.",Los Alfa 8,https://open.spotify.com/track/3Q5k5BYXSTEFu9TdfvBFjA
Pop Anglo,Fu-Gee-La,Una mezcla de amigos y una melodía que te transporta a un nuevo lugar.,"Fugees, Ms. Lauryn Hill, Wyclef Jean, Pras",https://open.spotify.com/track/1rJM37Dd4OcSJvzI84yCcP
Tropical,Fue Tan Fácil,Lo que parecía un paseo simple terminó convirtiéndose en un recuerdo ligero.,Tito Gomez,https://open.spotify.com/track/1gHR45X8akWBfgeqqQzXjl
Tropical,Fuego En El 23,Llama ardiente en un número que representa algo significativo en el calendario.,"Sonora Ponceña, Luigui Gomez, Tito Gómez",https://open.spotify.com/track/5EX3Q9GWGMtvvugQFkNTUb
Urbana,Fuera del mercado,Un estado en el que ya no estás disponible para compras.,Danny Ocean,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
Tropical,Fui la Carnada,Ahora soy el anzuelo que fue consumido por el deseo.,Tony Vega,https://open.spotify.com/track/74IyVgziATVZoGOjkymiVn
Plancha,Fuiste Mía un Verano,El tiempo que pasaste a mi lado se siente como una estación calurosa.,Leonardo Favio,https://open.spotify.com/track/2pK7tq9N5Yr7w9gZbWpNxe
Pop Latino,Fuiste Tú,Aquel que hizo la maldad y el que sufrió por su partida.,"Ricardo Arjona, Gaby Moreno",https://open.spotify.com/track/7J6IYudWsxHy3stN5aMKSN
Pop Anglo,fukumean,"Un estado de aquel que no siente ni ve lo que lo rodea, en una vibrante corriente.",Gunna,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS
Pop Anglo,Funkytown,Un lugar lleno de ritmo y movimiento que hará que bailes hasta el amanecer.,Lipps Inc.,https://open.spotify.com/track/37yIrMPeJYRm7zJ8rr3Uvv
Urbana,Ganas De Verte,Deseo ferviente de estar en tu presencia.,J Balvin,https://open.spotify.com/track/15IszJQQHRq8xwYt5MDPo4
Urbana,Gangsta Zone,"Un lugar donde los duros se sienten en casa, en el barrio que conocen bien.","Daddy Yankee, Snoop Dogg",https://open.spotify.com/track/63EUazcgjxTf3nKzgYXe4d
Urbana,Gasolina,El combustible que aviva el fuego del ritmo en la pista.,Daddy Yankee,https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP
Pop Anglo,"Get Here - Recorded At RAK Studios, London","Llega a este lugar donde el deseo te espera, sin importar la distancia.",Sam Smith,https://open.spotify.com/track/6hPlYSx7wsnDE48NypYeuT
Pop Anglo,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Podría ser el momento ideal para encontrar una buena fortuna.,"Daft Punk, Pharrell Williams, Nile Rodgers",https://open.spotify.com/track/66xHyI6ITToQPm7PdOzIyn
Urbana,Get Right,"Corrige tu rumbo y alínea tu camino, ¡es hora de actuar con los mejores pasos!",Jennifer Lopez,https://open.spotify.com/track/3jVSV60WZE5jPE2a6KGNFy
Pop Anglo,Girl I'm Gonna Miss You - US Single Version,La joven que me va a hacer falta cuando ya no esté a su lado.,Milli Vanilli,https://open.spotify.com/track/122vb6LtwACmfBIWpwmN1w
Pop Anglo,Girl on Fire,"Una joven que brilla intensamente, como una llama en la oscuridad.",Alicia Keys,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco
Pop Anglo,Girls Just Want to Have Fun,Las jóvenes solo buscan disfrutar y dejarse llevar en la vida.,Cyndi Lauper,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe
Pop Anglo,Girls Like You,Las chicas que prefieren momentos dulces y cercanos a su lado.,Maroon 5,https://open.spotify.com/track/7npLlaPu9Mfno8hjk5OagD
Pop Anglo,God Was Showing Off,Un ser supremo haciendo alarde de su grandeza ante la mirada atenta de todos.,Bruno Mars,https://open.spotify.com/track/1sVBT215CDmVJvfy1E2OCU
Pop Anglo,GOOD FEELiNGS,Una vibración positiva que nace en lo más profundo de tu ser.,"Coldplay, Ayra Starr",https://open.spotify.com/track/65wzicJctsW9GwnTnLWxQO
Tropical,Gotas de Lluvia,"Aguas que caen del cielo, dejando su huella en el suelo.",El Gran Combo De Puerto Rico,https://open.spotify.com/track/0aqOdseVSgM8Af2AQIA7Bj
Tropical,Gotas de Lluvia,"Pequeños reflejos de agua que descienden del cielo, serenando el ambiente.",Diablos Locos,https://open.spotify.com/track/3MqqOWs6lVa9BaMqq6cgkA
Tropical,Gotas de Lluvia,"Pequeñas perlas que caen del cielo, a veces traen tristeza, a veces consuelo.",Grupo Niche,https://open.spotify.com/track/5R43U2P8fQ06f7u68WlZT3
Vallenato,Grafiti De Amor,Marcas en la superficie que dejan sentimientos; un testimonio de lo que se siente.,Binomio de Oro de América,https://open.spotify.com/track/0S8yoRB21wf7OqRo0xeWWC
Pop Anglo,Grenade,"Un objeto que explota pero solo si lo lanzas, no se usa en guerras.",Bruno Mars,https://open.spotify.com/track/4lLtanYk6tkMvooU0tWzG8
Tropical,Guaguancó Del Adios,"Un ritmo vibrante que acompaña a la despedida, donde se siente el pulso de la vida.",Roberto Roena Y Su Apollo Sound,https://open.spotify.com/track/0KPajt76dlg67yRg1RlDvC
Tropical,Guajirón,Un joven de la campiña que danza al ritmo alegre de lo autóctono.,"Willie Colón, Héctor Lavoe",https://open.spotify.com/track/2FgGd7jA6OW2Q6o2gDAbad
Tropical,Guallando,"Un puente entre la alegría y el descontrol, donde el ritmo nunca se detiene.",Fulanito,https://open.spotify.com/track/0hq1gkWRT0yhcm8K5vw8wm
Banda,Guaro (Remix),"Una bebida que a muchos les gusta, especialmente en fiestas y celebraciones.","Pipe Bueno, Jessi Uribe, Yeison Jimenez, Carín León, Alzate, Darío Gómez, Luis Alberto Posada, El Charrito Negro, Jhonny Rivera, Jhon Alex Castaño, Juan Pablo Navarrete",https://open.spotify.com/track/5sMHuOIvtsSuFZafTcF19Q
Urbana,Guaya Guaya,"Un eco repetido que invita a moverse, al ritmo de la fiesta tropical.",Don Omar,https://open.spotify.com/track/79zvVrn65ksbiGQxrtV4I5
Urbana,Gyal You A Party Animal,Una chica que ama la fiesta y se mueve como si no hubiera mañana.,Charly Black,https://open.spotify.com/track/7rj8aNwZqTvrUeLlAyNWtZ
Tropical,Hablame En La Cama,Comunícate conmigo en el lugar más íntimo de tu hogar.,Mario Ortiz Y Su Orquesta,https://open.spotify.com/track/5vbeR980iV0xqCCp4u52k8
Tropical,Hagamos Lo Que Diga el Corazón,Actuemos según lo que marque nuestro sentir más profundo.,Grupo Niche,https://open.spotify.com/track/5AMZkC0i8h4h6N1oaeBsbH
Plancha,Hagamos Un Trato,"Un entendimiento en el que ambas partes se comprometen, ¿qué quieres proponer?",Amanda Miguel,https://open.spotify.com/track/7sj71Y12St8KlvMpBt4K27
Tropical,Haremos El Amor,Un acto de unión en el que se expresa afecto profundo y pasiones compartidas.,Tony Vega,https://open.spotify.com/track/7cS5loujpq1rh8pY9OrpfQ
Pop Anglo,Harlem Shuffle - Alternate Take,Un giro en la ciudad que te invita a bailar y mover los pies.,The Foundations,https://open.spotify.com/track/76t1Pd4pn3zwtWN8fD1zBy
Plancha,Has Nacido Libre,"La libertad más pura, esa condición que tienes desde tu llegada al mundo.",Camilo Sesto,https://open.spotify.com/track/1IygLeHpQDHZRXCMpV7b2A
Urbana,Hasta Abajo,"Un movimiento que desciende hacia el suelo, acompañado del ritmo que no puedes resistir.",Don Omar,https://open.spotify.com/track/0Z2OhR9OoUdZ9rhEy9ECkq
Urbana,Hasta Aquí Llegué,"El límite ha sido alcanzado, ya no hay retorno en esta travesía.","Nanpa Básico, Beéle",https://open.spotify.com/track/0Qe2g06yzLBuuSvVmFiweP
Tropical,Hasta Aquí Te Fui Fiel,"El límite de mi lealtad, donde la devoción llegó a su fin.",Eddie Santiago,https://open.spotify.com/track/7zridhiD9txjjYAcDoC0qY
Tropical,Hasta Ayer,"En esta línea del tiempo, lo que viviste se detiene justo un día antes.",Marc Anthony,https://open.spotify.com/track/65mwJoHtK7wvK29mz1edHi
Vallenato,Hasta Cuando Senor,"¿Cuánto tiempo más, Señor, se puede soportar esta situación sin respuesta?",Los Diablitos,https://open.spotify.com/track/72cW8EePHZlUWBtUoN5m37
Urbana,Hasta el Amanecer,El momento en que la oscuridad se disipa y surge un nuevo día.,Nicky Jam,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS
Tropical,Hasta el Sol de Hoy,"La iluminación del astro rey está en su punto más alto, desde el amanecer.",Edgar Joel,https://open.spotify.com/track/5Wa6Ve3VfV79Mng5MSBxAY
Banda,Hasta La Madre,Cansado por completo de un amor que no para de doler.,"Yeison Jimenez, Pasabordo",https://open.spotify.com/track/1nDvFYTsaQwxt5CTk7LJ5E
Banda,Hasta Que Amanezca - En Vivo,"Cuando el sol está por volver, solo se puede esperar y disfrutar.",Luis Alfonso,https://open.spotify.com/track/4EgvymXJBf3NNx3Ez7KigZ
Pop Latino,Hasta Que Me Olvides,"El momento en que dejo de recordar, aunque aún me duele.",Luis Miguel,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
Tropical,Havana,Ciudad cubana famosa por su ambiente cálido y ritmos vibrantes.,Willie Colón,https://open.spotify.com/track/3f2hkjkgRgifXJvn2OfsZ4
Urbana,Hawái,"Un destino paradisíaco que evoca vacaciones, pero que puede ser un engaño.",Maluma,https://open.spotify.com/track/4uoR6qeWeuL4Qeu2qJzkuG
Tropical,Hay Algo En Ella,Un toque especial en una persona que destaca entre la multitud.,Adalberto Santiago,https://open.spotify.com/track/2SbJimePgfIGV2dt3DV4dK
Tropical,Hay Que Poner el Alma,Es necesario brindar tu esencia en cada momento que vives.,Víctor Manuelle,https://open.spotify.com/track/5fKeTBKp4aKStdHhIHumI9
Vallenato,Hay Que Ser Fuerte,Es necesario tener una gran determinación para enfrentar las dificultades.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/63cl1BsQd521LwX0odQMCb
Tropical,Hazme Olvidarla,El acto de hacer que la memoria se desdibuje de una manera radical.,Willie Gonzalez,https://open.spotify.com/track/752aNrC43L3ZCIuPoK8YTK
Tropical,He Chocado Con La Vida,Una colisión inesperada con la existencia misma.,Tito Rojas,https://open.spotify.com/track/4tiICV5ivf8jvPBIZs0bne
Tropical,He Decidido Olvidarte,Una elección firme para dejar atrás lo que ya no conviene.,Pedro Arroyo,https://open.spotify.com/track/2DoQPbzJgUxboqxXAn5N8A
Tropical,He Tratado,"Intenté en múltiples ocasiones con todas mis fuerzas, pero siempre parece que no es suficiente.",Víctor Manuelle,https://open.spotify.com/track/236qXqcmitHCZ3SHoGZN8g
Tropical,He Vuelto,Regreso a un lugar que jamás dejé de visitar.,Willie Gonzalez,https://open.spotify.com/track/6haZd7r1Dg5R9cPfLTnNq1
Tropical,He Vuelto Por Ti,"Regreso para estar a tu lado, dejando atrás el tiempo perdido.",Maelo Ruiz,https://open.spotify.com/track/6HaYdJOgHSbqz5s4RyR5Js
Pop Anglo,Heaven,Un lugar sublime donde el alma se siente plena y el amor no tiene fin.,Bryan Adams,https://open.spotify.com/track/7Ewz6bJ97vUqk5HdkvguFQ
Banda,Hecha Pa' Mí,Diseñada específicamente para acompañar a alguien especial en la vida.,Grupo Frontera,https://open.spotify.com/track/1uGUbgZuO1kD1JZ0UeFupN
Tropical,Hechizo De Luna,Un encantamiento provocado por la luz nocturna que atrae lo mágico.,"Edgar Joel, Anthony Colon",https://open.spotify.com/track/5qjSPrKTBqYpgVJSTcgKTd
Tropical,Herida,Un daño en el corazón que duele pero no se ve.,Brenda K. Starr,https://open.spotify.com/track/6a09sAXkgnkfSW8HEDJzBf
Urbana,Hermanita,Una conexión de sangre a la que siempre se le dice en un tono cariñoso.,Aventura,https://open.spotify.com/track/6ExIo2QuQcqkJKYRIfNtNE
Urbana,Héroe Favorito,El ser que rescata y lleva a la cima a quien admira con gran devoción.,Romeo Santos,https://open.spotify.com/track/6BdAwMv1YorLfkBWlE493X
Pop Anglo,Heroes,"Valientes en momentos oscuros, los que luchan más allá de lo imaginable.",Peter Gabriel,https://open.spotify.com/track/1gYMahNjulEXAPhxlm27ek
Urbana,Hey Mor,"Un saludo a un amigo que se extraña, con un tono amigable al despertar.","Ozuna, Feid",https://open.spotify.com/track/6Rpbzk2LC8xWZI93RyodAq
Pop Anglo,Hey Ya!,"Un saludo que suena amistoso, pero que puede ocultar un sentimiento más profundo.",Outkast,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
Pop Anglo,"Hey, Soul Sister","Una amable compañera de esencia etérea, que canta en la siesta de un alma.",Train,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv
Urbana,Hilito,"Una delgada cuerda que une emociones, aunque a veces se sienta frágil.",Romeo Santos,https://open.spotify.com/track/6CKlQHQIxhWtq7MnEJ6QCz
Urbana,Hipnotízame,"Hazme caer bajo tu encanto, déjame sumergirme en tus poderes.",Wisin & Yandel,https://open.spotify.com/track/41IrY9OFcaWVnEojXftyVh
Vallenato,Historia,"Relato de lo que ha sucedido, contada a través del tiempo y las vivencias.",Los Diablitos,https://open.spotify.com/track/3DYTudb3y3UPqwlJhxzNmS
Pop Latino,Historia de Taxi,Relato de un vehículo que lleva a un pasajero en un viaje inesperado.,Ricardo Arjona,https://open.spotify.com/track/4qmXbnmZxZy9pavpf3YfP5
Urbana,Hola - Remix,"Un saludo que abre una conversación, invitando a reconectar de nuevo.","Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
Urbana,HOLA PERDIDA REMIX,"Un saludo a aquel amor que se ha esfumado, pero aún lo llevas en el alma.","Luck Ra, Maluma, KHEA",https://open.spotify.com/track/2FqTbwiogEVvZnkarPf5BV
Pop Anglo,Hold On,"Aguanta firmemente, no te sueltes, que lo bueno vendrá si perseveras.",Justin Bieber,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
Pop Anglo,Holy (feat. Chance The Rapper),"Un adjetivo que describe algo sagrado, junto a un término que se refiere a algo puro.","Justin Bieber, Chance the Rapper",https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
Pop Anglo,Honey,Dulce líquido dorado que se obtiene de las abejas.,Lenny Kravitz,https://open.spotify.com/track/0o4Z9Am4OOwRVHml4RyqZW
Pop Anglo,Hooked,"Enganchado a la melodía, imposible escapar del ritmo cautivador.",Franz Ferdinand,https://open.spotify.com/track/5aE5l3VnjWDNpTFGd4pRO5
Urbana,HOT,"Calor intenso que hace vibrar y enciende el ambiente, irresistible y ardiente.","Daddy Yankee, Pitbull",https://open.spotify.com/track/5Pg4qYTcvCUBBq3jBhKq0t
Tropical,Hoy Aprendí,Un nuevo conocimiento adquirido en el transcurso de este día.,Adolescent's Orquesta,https://open.spotify.com/track/3eDqTs9FJuMu7zuFeRjhnl
Plancha,Hoy he empezado a quererte otra vez,Un nuevo comienzo en mis sentimientos hacia ti surge en este instante.,Dyango,https://open.spotify.com/track/4ec1AgDJzLLMnKrynHKZ7u
Plancha,Hoy tengo ganas de ti,El deseo de sentir tu presencia en este día que se siente especial.,Miguel Gallardo,https://open.spotify.com/track/3xyr2ftM36QjKEpFAhZrGM
Tropical,Huellas,Marcas que dejas al caminar por el sendero de la vida.,Adolescent's Orquesta,https://open.spotify.com/track/5uiHCyOiCnwXfvUc50sVRy
Pop Latino,Humanos a Marte,"Seres de pie que viajan a un planeta rojo, donde la vida es un sueño.",Chayanne,https://open.spotify.com/track/7lOzUJzsELALh5FQsPKTEn
